Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2742,-1.47698009027351,0.745637093518086,1.32787896997653,-1.61116678592064,0.118487185998628,-0.0828562819632972,0.647446390599805,-0.001667097565569,0.568293474189138,0.472715404225306,1.14905282260258,0.0456665359348644,-0.981669241114239,-0.0999106699441424,0.290563068146205,0.528747269325276,-0.864783667721261,-0.159078999454876,-0.65240912710171,0.123041658328926,-0.167690779502431,-0.100510183386541,0.008250109767829,-0.289921360295358,-0.343083965517088,0.718303059169573,0.0832071023463237,0.0922157292660089,38.44,0
1519,-0.715154064589696,-4.93069510607472,-0.0634454496172117,-0.167102782681605,-3.09548420601572,0.547832692075635,-0.219070117470696,-0.0538370358998245,-0.895242835005272,0.664765793591331,-0.973803703725295,-0.950163994434916,-0.512264825794821,-0.586231272206559,-0.329751654982605,-0.865891763467256,1.31834620435427,-0.29782083981367,-0.549904429485224,1.78241660933661,0.321989491196551,-0.939239081470384,-0.838176615866296,0.0882868539570583,-0.23866288039648,-0.326486588944189,-0.11783666707327,0.215738730028242,1109.2,0
1053,1.23746542883856,-0.488220489264315,1.3328960549516,0.787258679623337,-1.40612995434197,-0.100443285724606,-0.908726738955806,0.039218671481061,-0.331145256770223,0.637357721924694,-0.914413553161997,0.531636209398126,1.02373815648053,-0.651842732439654,-0.0877857435432477,-1.41581149433295,-0.0459196915440524,1.19028701464134,-1.03527847765927,-0.472788190470891,-0.410252926583581,-0.50469723376643,0.061899936432534,0.370816569337453,0.31699612335101,-0.39536250298628,0.099298229107814,0.0467870964593706,21.48,0
2558,-0.481728872208338,0.970018470653712,1.26603959790437,-0.148424763333921,0.484808533567334,0.266385359643872,0.431539802916378,0.354152834562522,-0.661958037278057,-0.427927401540844,1.94098646552734,0.791660762172992,0.0035853393630508,-0.176837596777915,0.699180021102428,-0.0133882906120314,0.320626753980429,-0.550998722583589,-0.52500055777192,0.0616145873084551,-0.155553149075123,-0.345237832496526,0.0313183299005749,-0.337694867567425,-0.337980567220621,0.113767398751315,0.275172667358296,0.081585114620352,0.89,0
4492,0.813420667741313,-0.748425754684381,1.34030984799182,0.640720017730441,-1.52505713037426,-0.637926344357233,-0.45572003614805,-0.174873299707995,2.17972013506209,-0.875903717709169,0.937082275738395,-1.38026824277491,2.56203724753319,0.879249948342702,-0.557343502655678,-0.0410840551426873,0.805458977588262,-0.364560078422571,-0.239567414859448,0.323359767018332,-0.107095196170585,-0.260153970594869,-0.041856309781806,0.967639728798081,-0.0216891137661422,0.895381781707569,-0.0902439719101155,0.0505997160807677,200.0,0
2715,-0.463920168075131,1.03521516970877,1.5921803877476,-0.151863343237352,0.033775754151602,-0.543685001881402,0.674929680682377,0.036619019873492,-0.769311522155942,-0.170443425853785,1.42371505282337,1.02920995706032,0.685844824133459,0.192293070687878,0.067044905594874,0.362049352764702,-0.687230968805057,0.0553494318727522,0.297486849783111,0.168244709588654,-0.164458073380848,-0.422380195922789,-0.029449534282123,0.32959773248902,-0.196542395743391,0.051208898228752,0.264243758152985,0.112791209290879,8.95,0
4364,1.13659075117431,0.212664205597153,0.344357417840579,1.32965084348126,-0.43251575776277,-0.505020721180758,-0.347828872580902,0.0281445032348658,2.08547695651673,-1.14395842515275,0.811121456064272,-2.94997468547771,-0.180911800287415,0.230521985949653,-0.571314032636193,-0.238812994751078,2.35373959092131,-0.0534593841411762,-0.690884508566078,-0.2596800066093,-0.300075305154018,-0.418323053042979,0.0056094888931773,0.24808541260433,0.35524222093993,0.38706350436943,-0.0187384515998447,0.0332486471844523,12.31,0
550,-1.20335121324857,1.77464096941025,0.299299909519384,-0.418264753573692,0.484617042285845,0.071522617576607,0.0468992068106925,-1.49254302202968,0.308864546636991,0.271294633423322,-1.53280793963207,-0.702163217867801,-0.25811598494555,-0.485219687472878,1.05728019068849,0.787659982979083,-0.357700747003316,0.382133003715874,0.350549744063767,0.0355676778398812,1.10005872737751,-1.56111785243318,0.0540783239866291,-1.11910287536837,0.145057009360543,0.182842662146484,0.528715800532048,0.218047946878206,2.67,0
569,-0.461787766445311,0.443205089848672,1.80563019580973,-1.15408998800866,0.159950498308469,-0.472073859592823,0.649424847876124,-0.100823370250888,-0.220588142242948,-0.413928076092805,0.879423322009604,0.0551645427190297,-0.690801568646387,0.0991613076578398,-0.0028866607449365,0.815666832695668,-1.05848499118031,0.350706505197117,-0.111046333993057,0.0057150485545776,-0.0487651208354249,-0.136351297000073,-0.120306251239837,0.0135753062153111,-0.455417874133774,0.675957851535802,-0.155641476019776,-0.120385775463086,15.25,0
409,-0.544922216382672,0.59540735780104,1.81326091159533,-1.34466974101287,0.0168642478293583,-0.601397514780645,0.660875855996979,-0.0589779447179715,0.31703323638724,-0.523190103732805,-0.386483888581409,-0.716843483316052,-1.3072115357074,0.0182659011765499,0.926463708747169,0.282247864334454,-0.427226014456107,-0.67166752550144,-1.03211814194826,-0.0168481675846949,-0.123047851602124,-0.148228099644379,-0.076075470018807,0.0740361888855165,-0.48663318875587,0.724548695587203,0.104294234645305,-0.0551095675150579,0.77,0
2097,-0.642927179157159,0.916416238870361,1.12576808751606,-2.0729212929975,0.23089194280013,-1.21519313786693,1.15488103413439,-0.365114669805332,0.861460704737789,-0.913396820443593,0.347015828047098,0.902287467823866,0.600789836451522,-0.120533251276027,1.02771343696872,-1.03219209287397,-0.233136961081333,-0.638757062568822,-0.619421113664423,0.175685604027458,0.0908128492435715,0.780642260812818,-0.225040220842608,0.426220173227165,0.0384043181986594,-0.828499607497622,0.366481979514798,0.0481993689626186,1.0,0
2977,1.12204944477133,0.120608488959096,0.115007375710021,0.480250278643667,-0.0097891459606686,-0.0759838951785782,-0.0589084616640941,0.0995103612320564,-0.19682305685256,-0.171697361454126,1.53790950276041,0.845424722175417,0.0838538566251033,-0.0537889711002141,0.685791358713516,0.489663928205092,-0.0921672411125645,-0.123509838415044,-0.152461736232263,-0.0216637865377192,-0.208962012436286,-0.692585049634142,0.0736664459887462,-0.354844038638626,0.140663620013278,0.123762708348889,-0.0185241498004917,0.0200812264129212,38.87,0
2535,-0.493221681799052,0.357311158895188,-1.38477170936531,-2.24142198725156,1.88600610753937,2.99630141020885,-0.131763932064195,1.11555404422161,-1.94669320442102,-0.364140835748056,-0.0864410603784528,-1.11743176971766,0.0519093291513507,-0.553976647871588,0.474207041679793,1.49934070948995,0.749433508908628,-0.426667961393463,0.975582516825764,0.311482273288268,0.262681730920141,0.274950099980637,0.0090780218098435,0.939666252047925,-0.0063926520063097,-0.243686875229212,-0.0080770989661188,0.105249515557497,85.25,0
